,dialogue,label,predict_label
2764,rock break scissors goodnight,LEONARD,SHELDON
2765,shh,OTHERS,OTHERS
2766,sure,PENNY,LEONARD
2767,he’s refer activity do it’s unpleasant need repeat suggest sort invasive medical test like perhaps colonoscopy,SHELDON,SHELDON
2768,it’s just…,HOWARD,LEONARD
2769,guess i’ll see,LEONARD,LEONARD
2770,yes,LEONARD,SHELDON
2771,hello see decide go pathetic frighten,SHELDON,SHELDON
2772,i’ve get didn’t remember last time meet halloween costume,SHELDON,SHELDON
2773,pull paperwork,SHELDON,HOWARD
2774,well well well look,OTHERS,SHELDON
2775,thank,SHELDON,SHELDON
2776,oh snap,RAJ,SHELDON
2777,well write,LEONARD,SHELDON
2778,i’ll know,SHELDON,SHELDON
2779,okay want sheldon,PENNY,PENNY
2780,yeah know you’ll watch barney pull cheerio nose go play date i’ll work conversation people age enjoy life,OTHERS,SHELDON
2781,hey,HOWARD,LEONARD
2782,oh yeah right wait problem,PENNY,PENNY
2783,that’s that’s big solution problem mom’s nose hold get two night together,OTHERS,LEONARD
2784,happen,OTHERS,LEONARD
2785,way,OTHERS,SHELDON
2786,i’ll go two hundred time machine stay right,SHELDON,SHELDON
2787,ooh ooh shut door shut door,PENNY,PENNY
2788,earth tell,SHELDON,SHELDON
2789,football party,LEONARD,LEONARD
2790,go howard sound like raj’ll baby problem solve,LEONARD,LEONARD
2791,mee-maw must never know give professor hawk paper,SHELDON,SHELDON
2792,oh please don’t,LEONARD,SHELDON
2793,well think nice anamantle hc it’s usually indicate acutely inflamed haemorrhoid also go nicely non mucosal body part,SHELDON,SHELDON
2794,i’ll leave dungeon master,SHELDON,SHELDON
2795,hey look who’s back,HOWARD,PENNY
2796,well want everybody know love wife nobody know forgot turn laser,HOWARD,LEONARD
2797,don’t drink coffee,SHELDON,SHELDON
2798,that’s true didn’t stay talk feeling psychotic villain break poison gotham’s water supply,RAJ,OTHERS
2799,i’m nearly drunk enough okay idea it’s like see mother ravage someone,SHELDON,SHELDON
2800,i>she go labor hour ago,SHELDON,LEONARD
2801,i’m,RAJ,SHELDON
2802,right let’s start toe touch okay,PENNY,SHELDON
2803,howard stop,OTHERS,LEONARD
2804,oh god love chicken,PENNY,PENNY
2805,whatever see little princess i’m work right,RAJ,LEONARD
2806,okay let’s try one spherical hankel function,HOWARD,PENNY
2807,ah-wimoweh ah-wimoweh…,OTHERS,RAJ
2808,anything else know,PENNY,PENNY
2809,pirate peg leg,HOWARD,SHELDON
2810,don’t think that’s,LEONARD,SHELDON
2811,yeah stay won’t quiet,PENNY,PENNY
2812,penny’s answer text,LEONARD,SHELDON
2813,think,LEONARD,LEONARD
2814,well play,SHELDON,SHELDON
2815,leonard stand giant rabbit scrotal position,HOWARD,SHELDON
2816,mean you’re move,LEONARD,LEONARD
2817,come i’m smart good job three percent body fat,HOWARD,SHELDON
2818,might smarter people,LEONARD,SHELDON
2819,thank,RAJ,SHELDON
2820,ridiculous you’re make stuff,LEONARD,LEONARD
2821,make want kill,HOWARD,PENNY
2822,‘cause i’m jewish ‘cause i’d kill rabbi porkchop sister,HOWARD,HOWARD
2823,they’re woman,HOWARD,HOWARD
2824,way go shut,HOWARD,LEONARD
2825,oh yeah two zero zero eight nq sub seventeen,LEONARD,LEONARD
2826,sure hell,OTHERS,LEONARD
2827,it’s experiment,SHELDON,LEONARD
2828,oh man switch status speak expert way look needy,HOWARD,SHELDON
2829,refuse sink level,SHELDON,SHELDON
2830,feel terrible,OTHERS,OTHERS
2831,okay,SHELDON,PENNY
2832,well hop avoid might well get thank penny i’ll let know happens,SHELDON,SHELDON
2833,okay,LEONARD,PENNY
2834,i’m kid,PENNY,LEONARD
2835,give cookie discover element,SHELDON,LEONARD
2836,well can’t right one’s ever do except sheldon brain yeah sheldon brain yeah sheldon brain yeah sheldon brain yeah sheldon brain…,SHELDON,OTHERS
2837,best number way there’s one correct answer,SHELDON,SHELDON
2838,yeah,HOWARD,LEONARD
2839,thanks,LEONARD,OTHERS
2840,say i’m sorry,LEONARD,HOWARD
2841,need talk bernadette,HOWARD,HOWARD
2842,don’t robert lee charge line shiva ganesh,RAJ,SHELDON
2843,i’m wrong person maybe want gretchen,PENNY,LEONARD
2844,occasion,LEONARD,SHELDON
2845,know it’s kinda weird,PENNY,LEONARD
2846,interrupt physicist,SHELDON,LEONARD
2847,puppy die choked doll head sad face sad face,HOWARD,HOWARD
2848,really rajesh koothrapali speak penny,HOWARD,SHELDON
2849,relax he’s friend we’re oral report together he’s really nice,PENNY,LEONARD
2850,yes ask,SHELDON,SHELDON
2851,tramp,SHELDON,SHELDON
2852,right condition,RAJ,SHELDON
2853,sheldon i’m wait,PENNY,PENNY
2854,fascinate,SHELDON,SHELDON
2855,hey don’t bag sandra bullock think make look culture come bitter,RAJ,HOWARD
2856,okay sheldon understand you’re go bit career crisis you’re search area feel valuable productive need tell something want listen carefully,LEONARD,SHELDON
2857,testosterone level,HOWARD,SHELDON
2858,look bright side result penny’s forfeit become world’s first winner research lab would like commemorative snow cone,SHELDON,SHELDON
2859,didn’t work,SHELDON,SHELDON
2860,dumped,SHELDON,HOWARD
2861,that’s say packet,PENNY,SHELDON
2862,guy ready order,OTHERS,PENNY
2863,know mean don’t break red bull it’s time rock mario old school,SHELDON,SHELDON
2864,oh sheldon,PENNY,PENNY
2865,don’t know i’m say,OTHERS,LEONARD
2866,building manager’s show apartment downstairs haven’t pay rent,PENNY,PENNY
2867,uh uh uh,LEONARD,LEONARD
2868,get run scissors would unsafe,SHELDON,SHELDON
2869,i’m leave two day,HOWARD,SHELDON
2870,i’m sorry subtle mean compare real-world application neurobiology theoretical physic what’s word i’m look hmm cute,OTHERS,LEONARD
2871,greeting mary cooper spock,PENNY,SHELDON
2872,catch anything know steam banana leaf,RAJ,LEONARD
2873,play limbo next one beat limbo,OTHERS,SHELDON
2874,oh,HOWARD,PENNY
2875,i’ve get good solution,HOWARD,SHELDON
2876,accord alicia’s facebook page she’s hook one producer csi,HOWARD,SHELDON
2877,i’m happy sheldon admit i’m go miss sharing office,RAJ,LEONARD
2878,sure want,LEONARD,LEONARD
2879,think gonna get back together,LEONARD,OTHERS
2880,say hey what’s dinner?”,HOWARD,LEONARD
2881,walk large chest bury face go “blublublublublublublublu”,HOWARD,SHELDON
2882,well can’t drive,LEONARD,SHELDON
2883,hey settle doesn’t mean,HOWARD,LEONARD
2884,either lady enjoy novel john grisham,RAJ,SHELDON
2885,thanks,PENNY,OTHERS
2886,really,HOWARD,LEONARD
2887,mean breaking,PENNY,OTHERS
2888,everything okay,PENNY,PENNY
2889,yeah i’ll call back,LEONARD,LEONARD
2890,oh right,LEONARD,PENNY
2891,really worth get upset,OTHERS,OTHERS
2892,might want check youtube,LEONARD,SHELDON
2893,look planck’s constant people say it’s arbitrary could less arbitrary vary even slightly life know would exist bam let’s reconsider entire argument entropy reverse effect precede cause think universe that’s expand centre retreat possibility space bam space essentially alice look glass stand front red queen we’re offer cracker quench thirst bam course another universe let’s call universe prime there’s another sheldon let’s call sheldon prime…,SHELDON,SHELDON
2894,i’m gonna try pick woman bar,LEONARD,HOWARD
2895,yeah that’s,HOWARD,PENNY
2896,leonard,PENNY,SHELDON
2897,hey you’ll know i’m yelling,OTHERS,LEONARD
2898,go wow,PENNY,PENNY
2899,hi bestie,OTHERS,OTHERS
2900,oh well don’t look silly sit wear,SHELDON,PENNY
2901,thank penny,SHELDON,SHELDON
2902,hoo,OTHERS,OTHERS
2903,go sarcastic,SHELDON,LEONARD
2904,um… distract tell penny don’t time nonsense important thing,SHELDON,SHELDON
2905,hey shouldn’t gang spray paint equation side building,PENNY,LEONARD
2906,yeah uh guy sign monday we’ll file annulment marriage,LEONARD,LEONARD
2907,wall stop you’re safe,LEONARD,SHELDON
2908,i’m still leave forget claritin,HOWARD,LEONARD
2909,he’s like penny we’re dreamer,SHELDON,LEONARD
2910,really,HOWARD,LEONARD
2911,i’m shy passive write back tell say know second,RAJ,SHELDON
2912,oh yeah well attempt juvenilizing exclude set adult males… oh i’m tire,SHELDON,SHELDON
2913,right,PENNY,SHELDON
2914,can’t believe,OTHERS,PENNY
2915,good,LEONARD,SHELDON
2916,bowling shoe,SHELDON,SHELDON
2917,back back dude,RAJ,RAJ
2918,okay let’s see tv series,LEONARD,LEONARD
2919,anyway it’s beautiful time year uh travel vineyard there’s taste board wild flower bloom it’s magic,RAJ,SHELDON
2920,uh-huh,SHELDON,LEONARD
2921,yes i’m hopeful hello missy mention may side effect,RAJ,SHELDON
2922,home twenty foot,PENNY,SHELDON
2923,i’m sorry that’s end inquiry,SHELDON,SHELDON
2924,you’ve get kid friended stuart facebook,LEONARD,LEONARD
2925,interest go beyond mere fact coitus blow blow,SHELDON,SHELDON
2926,hulk sad,SHELDON,SHELDON
2927,it’s pretty convince huh wasn’t even real person clincher lock maggie’s flame auburn hair,SHELDON,LEONARD
2928,brown rice white rice,SHELDON,SHELDON
2929,you’ll fall roof fall,HOWARD,SHELDON
2930,nice motivational speech team captain,SHELDON,LEONARD
2931,well sound even well,OTHERS,SHELDON
2932,happens lot nine time ten problem,OTHERS,SHELDON
2933,okay,HOWARD,PENNY
2934,oh yes it’s halo night let dry tootsies,SHELDON,SHELDON
2935,hell think best friend,HOWARD,OTHERS
2936,i’m sorry fact life’s fall apart interfere board game,PENNY,SHELDON
2937,that’s system oh spot chick see eye dog she’s mine,HOWARD,SHELDON
2938,oh good get note penny i’d like meet tom uh penny tom tom may present penny,SHELDON,SHELDON
2939,accord roommate agreement i’m entitle allocate cubic footage common area,LEONARD,SHELDON
2940,astronaut story,OTHERS,HOWARD
2941,oh he’s try butter record butter excellent lubricant rectal exam,SHELDON,SHELDON
2942,you’re really prostitute,RAJ,LEONARD
2943,really triumphant,LEONARD,LEONARD
2944,mother highly regarded psychiatrist i’ve therapy ever since accuse breast-feeding co-dependently,LEONARD,SHELDON
2945,feel nice loose come play get game face ready,PENNY,OTHERS
2946,can’t believe bleach moustache,OTHERS,LEONARD
2947,okay there’s go shout skeet-shooting,PENNY,LEONARD
2948,well thought… come didn’t want anyone feel bad end game puzzle really hard didn’t know gonna get penny,RAJ,LEONARD
2949,point occurs might opportunity finally snare best group costume shore weak link clearly leonard superman,SHELDON,SHELDON
2950,what’s go howard move men raj new landlord don’t enough money pay,OTHERS,LEONARD
2951,right fence mend problem swept rug time bowl yes eavesdrop there’s lot stake,SHELDON,LEONARD
2952,yeah,PENNY,LEONARD
2953,how’s go,PENNY,LEONARD
2954,equation someone’s tampered equation,SHELDON,LEONARD
2955,yes penny would much appreciate would fourth member halo team don’t think need tell honour,SHELDON,SHELDON
2956,recommend someone work man-sized appetite morning weight training cardio-funk,HOWARD,SHELDON
2957,well go mike’s make,PENNY,PENNY
2958,know i’m still learn control,SHELDON,SHELDON
2959,smooth,HOWARD,RAJ
2960,pro,OTHERS,SHELDON
2961,thanks,PENNY,OTHERS
2962,good night sheldon,OTHERS,LEONARD
2963,flatter sir,SHELDON,SHELDON
2964,course mr cooper nice see,RAJ,SHELDON
2965,‘cause last time saw threw new one get nothing,OTHERS,SHELDON
2966,hey raj wanna see new magic trick i’ve work,HOWARD,HOWARD
2967,conceptualize methodology examine dark matter universe can’t figure fix novelty squirt flower,SHELDON,SHELDON
2968,think it’s old storage room,RAJ,SHELDON
2969,know it’s unheard one-night stand turn relationship,HOWARD,SHELDON
2970,great,HOWARD,LEONARD
2971,ah take two year put together lego death star i’m worry,HOWARD,HOWARD
2972,well you’re luck there’s mixer flatland oh look there’s sexually attractive line segment chat,SHELDON,SHELDON
2973,okay don’t punch,SHELDON,PENNY
2974,good morning honour dr sheldon cooper appear pro se say represent,SHELDON,SHELDON
2975,tell,PENNY,LEONARD
2976,ooh somebody call burn ward back zone,SHELDON,LEONARD
2977,oh yes born alone die alone it’s tragic human condition raj you’ll excuse mother she’s make pecan pie that’ll good i’ll almost forget blew fry chicken,SHELDON,SHELDON
2978,well guess i’ll cut,HOWARD,PENNY
2979,mind spend weekend playing video game guy,LEONARD,HOWARD
2980,it’s outrage,SHELDON,LEONARD
2981,suppose could android penis circumcise that’s something rabbi would discuss manufacturer,RAJ,SHELDON
2982,don’t worry unlike amy priya know keep secret,PENNY,PENNY
2983,holy crap nerdy,RAJ,RAJ
2984,mother gonna love,HOWARD,OTHERS
2985,ah-wimoweh ah-wimoweh…,OTHERS,RAJ
2986,don’t understand yes share uterus nine month since we’ve pretty much go separate way,SHELDON,SHELDON
2987,okay,HOWARD,PENNY
2988,right one’s go guess spy aluminium rim police car pass mile back,SHELDON,LEONARD
2989,lose lot thumb blood,SHELDON,SHELDON
2990,drive sheldon work,OTHERS,LEONARD
2991,never,PENNY,SHELDON
2992,seriously feel like i’ve get fish tank pelvis,SHELDON,RAJ
2993,don’t know remember,RAJ,LEONARD
2994,oh love brain teaser,SHELDON,OTHERS
2995,uh shouldn’t guy talk space stuff instead dog,HOWARD,LEONARD
2996,version original lohan you’re idiot,HOWARD,LEONARD
2997,gonna return dvd store go business,RAJ,LEONARD
2998,oh know get one universal remotes radio shack they’re really cheap,PENNY,PENNY
2999,true okay forget hot tub point ménage sexy goth girl,HOWARD,OTHERS
3000,challenge accept we’re lock,SHELDON,SHELDON
3001,go name herman von helmholtz he’s zazzy,SHELDON,RAJ
3002,thought would nice surprise,PENNY,OTHERS
3003,‘kay thanks bye,OTHERS,LEONARD
3004,okay make little joke four i’m one make real-world contribution science technology,HOWARD,SHELDON
3005,never,PENNY,SHELDON
3006,call wife,HOWARD,HOWARD
3007,catholic girl like wear big cross like might give mother big brain aneurysm i’ve hop,HOWARD,OTHERS
3008,feel good,OTHERS,PENNY
3009,pay three buck,LEONARD,LEONARD
3010,thought good you’re always talk go bar meet woman,LEONARD,HOWARD
3011,go,HOWARD,LEONARD
3012,uh he’s gonna he’s send team research theory,LEONARD,LEONARD
3013,everyone suddenly want talk alone usually nobody want alone,SHELDON,LEONARD
3014,i’m go tell i’m come give good time charlie heave-ho,SHELDON,LEONARD
3015,would giant rat’s as,HOWARD,SHELDON
3016,oh teacher,LEONARD,SHELDON
3017,ooh don’t like go,RAJ,OTHERS
3018,duck tub,SHELDON,SHELDON
3019,oh okay well hop um could favour,PENNY,PENNY
3020,it’s get tough tougher bad jew,HOWARD,LEONARD
3021,uh dr cooper think might something wrong connection,OTHERS,OTHERS
3022,don’t worry way thing work there’s people wait ‘til last second bid swoop get it’s call sniping,HOWARD,LEONARD
3023,mustache look good sheldon,PENNY,LEONARD
3024,oh gee thanks leonard didn’t occur doesn’t apologize o’clock go spend night jail,PENNY,PENNY
3025,nut,HOWARD,SHELDON
3026,what’s sad don’t know adam west tv’s batman,SHELDON,LEONARD
3027,put back come,HOWARD,SHELDON
3028,imply,SHELDON,SHELDON
3029,i’m crazy mother test,SHELDON,LEONARD
3030,think raj movie rocky take place,HOWARD,LEONARD
3031,leonard leonard leonard,SHELDON,SHELDON
3032,yeah anyway that’s boyfriend really smart,PENNY,PENNY
3033,well shouldn’t hard he’s cutie,OTHERS,LEONARD
3034,new computer come windows window much user-friendly window vista don’t like,SHELDON,SHELDON
3035,still go go chaucer reading friday,OTHERS,LEONARD
3036,‘kay,LEONARD,SHELDON
3037,yes,LEONARD,SHELDON
3038,oh really shop amy want help find something memorial thing,PENNY,PENNY
3039,go pick chinese food way leonard use,OTHERS,SHELDON
3040,chorrr,HOWARD,SHELDON
3041,don’t care don’t anything hide,LEONARD,LEONARD
3042,apparently background interview didn’t go well guys wouldn’t know anything would,HOWARD,SHELDON
3043,you’re kid right,OTHERS,LEONARD
3044,hunger indigestion i’m sorry i’m really good anyway penny believe friday night we’re go participate cousin leopold’s drug intervention,SHELDON,LEONARD
3045,apparently can’t hack government supercomputer try buy uranium without department homeland security tattle mother,SHELDON,SHELDON
3046,know wrong let’s put everything back,PENNY,RAJ
3047,right,PENNY,SHELDON
3048,liquid coolant maybe little aquarium pump run quarter inch pvc…,HOWARD,LEONARD
3049,except knight rider car isn’t yammering sphincter,LEONARD,LEONARD
3050,doctor doctor surgical resident smart pretty let ask something friend think he’s date someone he’s fact you’re date make bad person,LEONARD,LEONARD
3051,time he’s cornucopia social awkwardness,SHELDON,SHELDON
3052,what’s go,PENNY,LEONARD
3053,initial see l.h l.h l.h,SHELDON,SHELDON
3054,leonard,SHELDON,SHELDON
3055,well i’m sorry would express desire revealing secret could choose whether wanted accept covenant secret keep can’t impose secret ex post facto basis,SHELDON,SHELDON
3056,fine line wrong visionary unfortunately visionary see,SHELDON,SHELDON
3057,hey look pen floating crazy,HOWARD,LEONARD
3058,okay go little bit long time ago never like go,PENNY,LEONARD
3059,one two three four five way,PENNY,SHELDON
3060,should’ve gotten lawyer,OTHERS,SHELDON
3061,oh yes yes,OTHERS,SHELDON
3062,certainly i’d like raise two point number one think talk penis number two mimosa kick little brown as,RAJ,RAJ
3063,seem elegant time realize simple country boy seduce big city theory variable right place,SHELDON,SHELDON
3064,sure,OTHERS,LEONARD
3065,please sheldon need,PENNY,LEONARD
3066,get tell we’ve get stop beating like excuse everybody attention please we’re tonight one doesn’t make mutant mutant comic book we’ve get stop define self-worth whether we’re relationship know see look around see room full great people let’s give break community long we’re never truly alone,RAJ,SHELDON
3067,fine it’s nice mix little intellectual conversation,OTHERS,HOWARD
3068,well clearly something aggravate,LEONARD,SHELDON
3069,wait wait wait surgery,LEONARD,PENNY
3070,think,PENNY,LEONARD
3071,take one spend hour last night vampire shave can’t see mirror,HOWARD,LEONARD
3072,except i’ll alone,RAJ,LEONARD
3073,truth make look bad whereas ridiculous bald-faced lie make look good anyway kripke asks tell coitus amy frequent intense whimsically inventive,SHELDON,SHELDON
3074,sheldon take easy,PENNY,LEONARD
3075,say,LEONARD,SHELDON
3076,smart guy take nude photo wife cell phone try take nude photo girlfriend,PENNY,LEONARD
3077,yes fact quite enthusiastic say “frankly could send tonight would.”,SHELDON,SHELDON
3078,well spent afternoon grow isotopically pure crystal neutrino detection,LEONARD,SHELDON
3079,actually don’t need team could easily defeat single-handedly rule require four may introduce third floor janitor lady lunchroom spanish good either son butcher team rat recruit ss sinking ship,SHELDON,SHELDON
3080,know it’s kinda late don’t spend night,HOWARD,LEONARD
3081,didn’t,RAJ,LEONARD
3082,sure right,LEONARD,LEONARD
3083,might correct answer,HOWARD,SHELDON
3084,agree primate don’t show sort discretion female bonobo copulate new male front old one without much,SHELDON,SHELDON
3085,subscribe freudian theory penis envy,OTHERS,SHELDON
3086,reverse spin antiproton gamma become alpha multiply matrix negative comma zero conclusive proof absolutely worthless nine o’clock,SHELDON,SHELDON
3087,okay well kidnap bernadette opera wear creepy mask doesn’t know it’s,LEONARD,PENNY
3088,wheaton,SHELDON,SHELDON
3089,tapioca extract root plant manihot esculenta due high concentration cyanide poisonous raw form lethal prepare improperly,SHELDON,SHELDON
3090,oh,RAJ,PENNY
3091,happen,PENNY,LEONARD
3092,okay,LEONARD,PENNY
3093,like look eye lie,OTHERS,SHELDON
3094,doesn’t,LEONARD,LEONARD
3095,would gastronomically redundant see we’re go spell everything girl,SHELDON,SHELDON
3096,oh god would let go,PENNY,LEONARD
3097,really robot hand’s get death grip junk dude that’s funny ask anyone,RAJ,RAJ
3098,oh wow,LEONARD,PENNY
3099,good run,SHELDON,PENNY
3100,wow didn’t see come,SHELDON,LEONARD
3101,he’s live place i’m living,RAJ,LEONARD
3102,big-boobed weather girl channel,RAJ,SHELDON
3103,i’ll bet he’s loser live parent,LEONARD,LEONARD
3104,steve patterson tell,LEONARD,SHELDON
3105,you’re kid never work,LEONARD,LEONARD
3106,please think woman manage put wig,OTHERS,HOWARD
3107,fact i’m quite close breakthrough show neutrinos emerge string-net condensate,SHELDON,SHELDON
3108,okay you’re talk like winner,RAJ,PENNY
3109,call genius i’m genius tell mom currently weigh pound i’m regular bowel movement enjoy wed goodbye,SHELDON,SHELDON
3110,they’re suppose,SHELDON,OTHERS
3111,wait minute isn’t flirt you’re serious,HOWARD,PENNY
3112,thanks,HOWARD,OTHERS
3113,put back pocket i’ll find place put,PENNY,SHELDON
3114,want coffee liqueur ice cream,PENNY,LEONARD
3115,yep that’s last jew sit-ups look get,HOWARD,HOWARD
3116,thank,LEONARD,SHELDON
3117,pay cable bill,PENNY,PENNY
3118,know don’t worry money i’ll take care everything,RAJ,OTHERS
3119,oh he’s uncomfortable he’s love yeah he’s strut around like he’s five-foot-six,SHELDON,OTHERS
3120,oh get covered headset won’t hear word old geezer say,SHELDON,SHELDON
3121,nevertheless i’ve hurt whether forgive want,SHELDON,SHELDON
3122,there’s girl cheesecake factory set,PENNY,LEONARD
3123,know sometimes stuff happen there’s nothing example lisa peterson hasn’t talk since grade matter much apologize can’t go back un-dry-hump someone’s boyfriend,PENNY,LEONARD
3124,look stand line like wasn’t moderately famous year ago let’s go say hello,SHELDON,SHELDON
3125,keep go,RAJ,LEONARD
3126,that’s takeout sheldon bring,OTHERS,OTHERS
3127,we’re go hundred-aires,HOWARD,SHELDON
3128,total loser obviously guy six-shooter beat old man magic wand,RAJ,SHELDON
3129,good idea think ice station zebra john carpenter’s thing,HOWARD,LEONARD
3130,you’re useless,RAJ,SHELDON
3131,oh that’s doodle hyperelliptic riemann surface,SHELDON,LEONARD
3132,really guy need throw going-away party,LEONARD,PENNY
3133,general order section apply situation,LEONARD,SHELDON
3134,she’s taller woman family combine,HOWARD,HOWARD
3135,anyway fantastic lunch whisk people magazine photo shoot… boys ever photo shoot,RAJ,RAJ
3136,you’re busy come back,HOWARD,SHELDON
3137,don’t worry i’ll avoid nether yea,OTHERS,OTHERS
3138,yes,LEONARD,SHELDON
3139,i’ll print shipping label uh-oh,LEONARD,LEONARD
3140,well see project sabotage project yes,LEONARD,LEONARD
3141,well three strike one come two sit three don’t like attitude,PENNY,SHELDON
3142,right sorry,HOWARD,LEONARD
3143,also since time machine doesn’t move space you’ll end pasadena,RAJ,SHELDON
3144,leonard let tell something personal robot cannot get soon enough,SHELDON,PENNY
3145,penny,SHELDON,SHELDON
3146,yield,SHELDON,SHELDON
3147,oh thanks don’twant close mean won’t lose business sorry mean,OTHERS,PENNY
3148,well that’s enough sorry interrupt two enjoy date here’s dollar trouble get sour patch kid,SHELDON,LEONARD
3149,think sexually ambivalent indian astrophysicist selective mutism alcohol issue well hundred-pound jewish guy live mom,LEONARD,HOWARD
3150,oh sweetie you’re gonna screw thing it’s gonna you’re you’re away mean look go sound like amaze opportunity i’m base much didn’t understand say,PENNY,PENNY
3151,hack facebook account,LEONARD,LEONARD
3152,hear lose boy bachelor party tonight,PENNY,RAJ
3153,i’ll tell i’m texas need say,SHELDON,SHELDON
3154,oh come raj,HOWARD,LEONARD
3155,listen don’t want break,PENNY,LEONARD
3156,yeah mission accomplish,LEONARD,LEONARD
3157,mwah,PENNY,SHELDON
3158,hell d’you find,PENNY,LEONARD
3159,collaboration work mind don’t need desk,SHELDON,SHELDON
3160,that’s it’s do,SHELDON,SHELDON
3161,oh catch quick come stewie let’s get prize money,OTHERS,LEONARD
3162,short sexed-up guy kind sound like howard,OTHERS,LEONARD
3163,look she’s gonna back second here’s deal i’m write song hoping could play together,HOWARD,HOWARD
3164,you’re frog who’s kiss princess turn prince,PENNY,LEONARD
3165,cream cheese frost,SHELDON,SHELDON
3166,involve air travel,LEONARD,SHELDON
3167,well we’re gonna tell,LEONARD,LEONARD
3168,oh hadn’t think like wonder i’ve experience physiological manifestation sort unconscious emotional turmoil,SHELDON,SHELDON
3169,okay ask,LEONARD,PENNY
3170,reason oh know maybe isn’t good idea,LEONARD,SHELDON
3171,well lot stake,LEONARD,LEONARD
3172,mind bring hi-lo let show room,SHELDON,OTHERS
3173,okay something cool science might change world become famous actress i’m gonna tell movie star best,PENNY,PENNY
3174,sorry just…,RAJ,LEONARD
3175,oh uh check take liberty script new outgo voice mail message,OTHERS,SHELDON
3176,ah well guess guy that’s like regular golf,LEONARD,PENNY
3177,feel make dad buy betamax instead vhs,SHELDON,SHELDON
3178,racist feel racist,RAJ,LEONARD
3179,talk howard lately,LEONARD,LEONARD
3180,yes eleven,SHELDON,SHELDON
3181,tell one think manly hockey jersey football jersey,RAJ,OTHERS
3182,unless destroys tokyo,LEONARD,SHELDON
3183,well uh penny way perform one night showcase production rent unable attend go symposium molecular positronium give dr emile farminfarmian,SHELDON,SHELDON
3184,likely koko learn understand word one anything shoe,SHELDON,SHELDON
3185,there’s nothing brave everything’s fine,PENNY,LEONARD
3186,listen,SHELDON,LEONARD
3187,oops,SHELDON,SHELDON
3188,think shot penny,RAJ,LEONARD
3189,zone,SHELDON,SHELDON
3190,would put,SHELDON,SHELDON
3191,cool uh-oh,LEONARD,LEONARD
3192,shake,SHELDON,SHELDON
3193,think you’re science cut brain could thing quiznos they’d offer toast,SHELDON,OTHERS
3194,wasn’t,LEONARD,LEONARD
3195,violation roommate agreement overnight guest notification clause,SHELDON,SHELDON
3196,look know try help star war thing didn’t mean call idiotic,PENNY,LEONARD
3197,don’t want anymore,OTHERS,LEONARD
3198,today it’s chinese food retrieval robot tomorrow travel back time try kill sarah connor,SHELDON,SHELDON
3199,sheldon wrong,PENNY,LEONARD
3200,sure,PENNY,LEONARD
3201,please don’t say,HOWARD,OTHERS
3202,oh,PENNY,PENNY
3203,okay,SHELDON,PENNY
3204,use much fun leonard punch heart,OTHERS,SHELDON
3205,think we’re talk penny,LEONARD,LEONARD
3206,batman get ass kick curling iron,OTHERS,LEONARD
3207,control,LEONARD,SHELDON
3208,course must,LEONARD,SHELDON
3209,i’ll give shot,LEONARD,HOWARD
3210,yeah know,LEONARD,PENNY
3211,hey hey hey paper perspective slavery bad oh professor’s black i’m pretty sure that’s right answer,PENNY,LEONARD
3212,mountain dew ah refresh we’re go combine chemical ordinary dish soap create little exothermic release oxygen,SHELDON,SHELDON
3213,right it’s dummy procedure eventually drop into…,HOWARD,SHELDON
3214,something,PENNY,OTHERS
3215,well it’s fun,PENNY,PENNY
3216,may suggest criticism base jealousy,SHELDON,SHELDON
3217,leonard please man talk let get let chip fall may,RAJ,SHELDON
3218,thanks walk car,OTHERS,HOWARD
3219,know remedial magic trick might speed like ooh look pencil’s rubber,HOWARD,SHELDON
3220,that’s del taco,PENNY,SHELDON
3221,night live garlic bread,SHELDON,SHELDON
3222,much friendship sheldon,LEONARD,LEONARD
3223,who’s shock i’m bernadette how’s wed plan go i’m ask prospective bridesmaid pick pick,OTHERS,HOWARD
3224,leonard believe trash talk trash talk traditional component sport event kripke robot inferior defeat exceeds design execution also i’m give understand mother overweight,SHELDON,SHELDON
3225,know tire live fear guy i’m gonna go see finally say thing say high school know pick someone size sex mother yes know i’m hitting myself.”,LEONARD,PENNY
3226,yeah well doesn’t matter ‘cause wasn’t really smile,HOWARD,PENNY
3227,yes,LEONARD,SHELDON
3228,know can’t keep secret,SHELDON,SHELDON
3229,leonard think i’m funny,SHELDON,PENNY
3230,next time we’ll cat burglar,RAJ,SHELDON
3231,hey cinnamon guess human style,LEONARD,HOWARD
3232,someone,SHELDON,SHELDON
3233,physic point,SHELDON,SHELDON
3234,well think,LEONARD,SHELDON
3235,tell probably steaks sale big-ass costco,LEONARD,PENNY
3236,agree never speak,HOWARD,SHELDON
3237,mean it’s halo night,HOWARD,SHELDON
3238,it’s talc that’s primary ingredient baby powder understand confusion,SHELDON,SHELDON
3239,i’m happy,LEONARD,LEONARD
3240,oh get they’re wait back home big surprise party don’t worry act surprise,HOWARD,OTHERS
3241,oh take forever get bathroom schedule would go whenever mood strike,SHELDON,SHELDON
3242,thank officer,LEONARD,SHELDON
3243,let’s go,PENNY,HOWARD
3244,objection base consideration difficulty,SHELDON,SHELDON
3245,i’m sorry honey don’t know millilitre,PENNY,PENNY
3246,absolutely,LEONARD,LEONARD
3247,howie promise you’d move,OTHERS,OTHERS
