,dialogue,label,predict_label
1985,correct actual favorite movie,ROSS,ROSS
1986,yeah but...i get home ok see julie's saline solution night table i'm think oh god hell mean julie incredible great woman care care i'm like gonna throw away,ROSS,RACHEL
1987,know know i'm look,Others,RACHEL
1988,yeah calm see ross get chaotic twirly every time come,JOEY,RACHEL
1989,oh,ROSS,PHOEBE
1990,come come okay don’t get mad okay,Others,RACHEL
1991,…hormones yeah,RACHEL,ROSS
1992,well hello,CHANDLER,CHANDLER
1993,mom,MONICA,ROSS
1994,rachel rachel sweetheart terrible terrible waitress really really awful,Others,MONICA
1995,hey big,CHANDLER,JOEY
1996,bad,Others,CHANDLER
1997,really mean never fun anymore fun remember time saw stripper pay buck eat book,JOEY,RACHEL
1998,wow that’s great,Others,Others
1999,don’t know uh hair never really bother much y’know always crunchy greasy,RACHEL,RACHEL
2000,ohh well get ‘em,RACHEL,Others
2001,know i-i listen exactly let finish,CHANDLER,JOEY
2002,okay whose turn,CHANDLER,MONICA
2003,well i-i—there guy bank think cute umm anymore,MONICA,MONICA
2004,tell david wanna go minsk work lifson yamaguchi flench nonononononono wanna stay make girlfriend,Others,ROSS
2005,stop broom we're make noise,MONICA,MONICA
2006,ross,RACHEL,RACHEL
2007,yeah oh yeah,JOEY,PHOEBE
2008,yes vividly,CHANDLER,CHANDLER
2009,hi,Others,Others
2010,well think brian's little league,Others,CHANDLER
2011,know work you’re get ready just…,RACHEL,MONICA
2012,sandwich,MONICA,ROSS
2013,want move london,ROSS,ROSS
2014,really,MONICA,MONICA
2015,yep beautiful woman agree go joey want ask uh pick,CHANDLER,ROSS
2016,oh stop,RACHEL,MONICA
2017,i’m excite monica come board although feel bad fire chef emillio it’s like lose member family course literally case several tony carlos marie please tell father much we’re gonna miss know monica lot great idea place well read review without much ado present new head chef,Others,RACHEL
2018,can’t ignore bet it’s bet bet bet lose lose bet,JOEY,MONICA
2019,think maybe i-i'd heard somewhere,CHANDLER,Others
2020,know,RACHEL,RACHEL
2021,morning,Others,Others
2022,ok,Others,ROSS
2023,yeah well glad he's play small instrument,RACHEL,ROSS
2024,ring contest,JOEY,JOEY
2025,right know that's fine guy want child that's fine need see,Others,RACHEL
2026,oh really come one wearing,CHANDLER,MONICA
2027,yeah without costume,MONICA,ROSS
2028,oh-ho like saw huh dug action checkin’ chan-chan man,CHANDLER,JOEY
2029,really joey,RACHEL,MONICA
2030,pick oh thank god want ooh,PHOEBE,PHOEBE
2031,ok look one guy's opinion alright phoebs read,Others,ROSS
2032,ah oh,ROSS,Others
2033,ok ok hold hand like back,Others,RACHEL
2034,monica want become ultimate fighting champion,Others,Others
2035,didn’t even take pant,MONICA,CHANDLER
2036,okay okay hate,MONICA,RACHEL
2037,yeah know but…,CHANDLER,RACHEL
2038,what's simian,CHANDLER,MONICA
2039,y'know,RACHEL,RACHEL
2040,hi listen uhh cat belongs little girl flyer place,ROSS,JOEY
2041,hey,JOEY,JOEY
2042,oh i’m sorry speak sleep someone else,RACHEL,RACHEL
2043,oh uh yeah use duck throw caterpillar,CHANDLER,CHANDLER
2044,look picture woman heckle go look write vivian tall madge big gum loud smart make noise eats i'm gonna end alone like,CHANDLER,JOEY
2045,look ross gotta understand relationship last longer mento however love woman four year four year closeness share end rip heart think point,CHANDLER,Others
2046,bank,MONICA,MONICA
2047,joey,RACHEL,MONICA
2048,who’s,ROSS,JOEY
2049,demi moore,MONICA,PHOEBE
2050,hey,Others,JOEY
2051,don’t yell okay i’ve see week,ROSS,Others
2052,huh,ROSS,JOEY
2053,hey hold minute hold second think pearl nice,CHANDLER,JOEY
2054,get grant three year expense pay,Others,CHANDLER
2055,hi monica,Others,RACHEL
2056,oh,Others,PHOEBE
2057,really who-who taught,JOEY,JOEY
2058,well that’s last name,RACHEL,CHANDLER
2059,go,PHOEBE,CHANDLER
2060,really think perfect,PHOEBE,MONICA
2061,yes joey remember annoy know she's-she's girlfriend mean,RACHEL,CHANDLER
2062,i'm sorry pig they're reluctant get blanket,JOEY,Others
2063,oh god oh great monica y'know could've call i've worry,RACHEL,RACHEL
2064,yeah say act much tell everybody everybody's gonna go theatre expect see,JOEY,MONICA
2065,okay,MONICA,RACHEL
2066,leave,PHOEBE,RACHEL
2067,really okay great,CHANDLER,MONICA
2068,ate food fish good yeah good yeah,JOEY,ROSS
2069,whoa rich guy he's get that's pretty small tv,JOEY,JOEY
2070,oh man sorry okay,CHANDLER,CHANDLER
2071,wow look write check dollar hugo ligrens ring design oh sorry think good news,JOEY,RACHEL
2072,oh god,RACHEL,MONICA
2073,go go,CHANDLER,CHANDLER
2074,i’m change,MONICA,MONICA
2075,yeah dewey cheatum howe,Others,ROSS
2076,since lose airport,ROSS,RACHEL
2077,look way line totally support,JOEY,ROSS
2078,well think wait til leave could cry,MONICA,MONICA
2079,that’s horrible well right thing man,JOEY,CHANDLER
2080,yeah didn’t fit well luckily there’s store one leave size i’m groom i’m suppose see dress…,ROSS,JOEY
2081,uh-oh,ROSS,CHANDLER
2082,right i'll give mr peanut well dresser mean he's get monocle he's get top hat,JOEY,RACHEL
2083,god gonna,CHANDLER,RACHEL
2084,that's ross,RACHEL,CHANDLER
2085,that's,Others,ROSS
2086,people stupid thing they're upset,CHANDLER,RACHEL
2087,i’m gonna go teach guy lesson,JOEY,ROSS
2088,right,JOEY,CHANDLER
2089,know whatever feel i'm,Others,ROSS
2090,holden mcgroin,JOEY,Others
2091,face look it’s end date i’m stand know she’s wait say ‘i’ll call her’ it’s y'know come can’t help it’s compulsion,CHANDLER,ROSS
2092,it’s,ROSS,Others
2093,look,JOEY,ROSS
2094,i’m sorry,Others,Others
2095,‘bout boom,MONICA,CHANDLER
2096,eye white,Others,CHANDLER
2097,know know i’ve play like hour,PHOEBE,CHANDLER
2098,alright talk,MONICA,ROSS
2099,um absolutely uh bout tomorrow afternoon know uh central perk village say five-ish,CHANDLER,CHANDLER
2100,hey guy,ROSS,ROSS
2101,right that’s guy happen,RACHEL,ROSS
2102,postpone emily think monica realises much parent spend wed sister’s teeny-tiny little brain comprehends people take time life fly thousand mile huh isn’t right,ROSS,ROSS
2103,no-no human lady spirit mom lily one kill,PHOEBE,JOEY
2104,oh ross,RACHEL,RACHEL
2105,mean maybe didn’t hear serious relationship call joshua,RACHEL,RACHEL
2106,yes know know yeah baby totally crave meat afternoon try trick make soy-burger make think get meat y’know get nauseous,PHOEBE,PHOEBE
2107,sound like date,CHANDLER,MONICA
2108,joey hell,MONICA,CHANDLER
2109,yeah gonna end alone,RACHEL,PHOEBE
2110,we’re actor,RACHEL,JOEY
2111,oh-ho okay,ROSS,RACHEL
2112,oh no-no never say can’t get cut around stain add little lace make stylish throw,Others,CHANDLER
2113,uh uh naked,Others,ROSS
2114,know that's part whole know them-not-liking-you-extravaganza,PHOEBE,MONICA
2115,ooh erotiery,PHOEBE,PHOEBE
2116,course there’s another guy even perfect prove love,MONICA,ROSS
2117,yeah get,ROSS,JOEY
2118,ah want see,ROSS,ROSS
2119,y’know rachel bird babies…,PHOEBE,MONICA
2120,little village people,RACHEL,Others
2121,forget,MONICA,CHANDLER
2122,bachelor,JOEY,ROSS
2123,uh rachel uh what're tonight,ROSS,Others
2124,saw danny get subway girl arm around,RACHEL,RACHEL
2125,disappears back behind baseboard minute think go downstairs,MONICA,MONICA
2126,ahh—oy underwear wear night london right monica,JOEY,CHANDLER
2127,can't believe,PHOEBE,CHANDLER
2128,hey,CHANDLER,JOEY
2129,i’m put room,JOEY,CHANDLER
2130,yeah they’re put together panel talk fossils find peru discovery channel’s gonna film,ROSS,Others
2131,that’s part see he’s table,CHANDLER,CHANDLER
2132,hey,JOEY,JOEY
2133,alright people everyone grab partner,Others,ROSS
2134,go shopping fur,RACHEL,ROSS
2135,oh also he’s he’s walkin’ kind funny leave leg move lot faster right leg he’s sort y'know,ROSS,Others
2136,dock,RACHEL,RACHEL
2137,see ya,RACHEL,Others
2138,yeah think we’d stop let know there’s still pressure,Others,CHANDLER
2139,gonna you’re gonna fire,JOEY,MONICA
2140,joey i'm,MONICA,MONICA
2141,oh god,RACHEL,MONICA
2142,happen know fun bob,CHANDLER,Others
2143,i'm sorry think want,JOEY,RACHEL
2144,well kinda want sell cooky girl sell win trip spacecamp get sit real space shuttle,Others,Others
2145,well say couldn’t go,ROSS,Others
2146,yeah,ROSS,ROSS
2147,ok ah light travel scrabble oooohhh thank,RACHEL,ROSS
2148,know look he's great guy love know thing happen happen plan thing,MONICA,PHOEBE
2149,gonna there’s way,MONICA,CHANDLER
2150,wanna quit bank,CHANDLER,CHANDLER
2151,chandler,RACHEL,JOEY
2152,oh,ROSS,PHOEBE
2153,um see might've feeling one time—not just—i,ROSS,ROSS
2154,i'm,MONICA,Others
2155,yeah that’s i’m leave,JOEY,RACHEL
2156,that’s two box holiday macaroon behalf brown bird america salute,Others,ROSS
2157,hey get second,RACHEL,ROSS
2158,exactly,MONICA,CHANDLER
2159,get,Others,JOEY
2160,okay i’m talk i-i need live land people spill,PHOEBE,MONICA
2161,promise,MONICA,Others
2162,wink,Others,Others
2163,hate guy,MONICA,Others
2164,well i’m sorry think need,RACHEL,RACHEL
2165,y’know she’s get christmas bonus list saw work morning,Others,CHANDLER
2166,use phone yeah number sidney mark please,JOEY,Others
2167,ummm think it’s time see ring,RACHEL,CHANDLER
2168,hey uh get apartment problem application,ROSS,ROSS
2169,oh somebody get leather pant she’s always want,RACHEL,CHANDLER
2170,yeah,RACHEL,ROSS
2171,ohh hi,RACHEL,RACHEL
2172,hear,CHANDLER,JOEY
2173,hey,RACHEL,JOEY
2174,hey blame wigging tonight,MONICA,ROSS
2175,ross love bug,ROSS,RACHEL
2176,ah first sexual experience woman,CHANDLER,Others
2177,ask,MONICA,PHOEBE
2178,oh no-no-no no-no-no-no-no-no-no,JOEY,CHANDLER
2179,big deal great monica really appreciate,ROSS,ROSS
2180,absolutely,Others,CHANDLER
2181,look something,ROSS,ROSS
2182,know know sweet complicate shrink he's shrinky y'know,PHOEBE,RACHEL
2183,oh yeah,CHANDLER,CHANDLER
2184,bye ten buck say never see woman life,MONICA,CHANDLER
2185,really,ROSS,MONICA
2186,still love,ROSS,RACHEL
2187,ah slice bread wonderful lady macbeth,CHANDLER,JOEY
2188,right wait wait everybody calm okay let's give friend joey chance explain he's big pervert,PHOEBE,MONICA
2189,oh,ROSS,PHOEBE
2190,ok,ROSS,ROSS
2191,oh you’re right oh god say ‘good-bye’ there’s something really need know chandler way feel it’s like finally understand lionel richie’s sing y'know mean it’s like movie love you’re soulmate can’t believe we’re go spending rest live together,Others,RACHEL
2192,ripped couple apart keep piece,MONICA,Others
2193,go maybe this'll cheer,MONICA,Others
2194,yeah we’re gonna fine get,JOEY,CHANDLER
2195,it’s big deal hey y’know gotta right,JOEY,JOEY
2196,don’t say sentiment movie stub first date eggshell first time make breakfast bed museum first time we… together okay maybe exchange gift sometimes keep thing matter,RACHEL,ROSS
2197,course didn’t mean anything mean uh well understand emily would think mean something y’know because-because you…,ROSS,ROSS
2198,okay it's-it's alan there's something know mean there's really easy way say uh i've decide break alan,MONICA,ROSS
2199,oh god,RACHEL,MONICA
2200,umm might even say pull monica,PHOEBE,PHOEBE
2201,what’s wah-pah,ROSS,MONICA
2202,right umm we’re gonna really keep way though,MONICA,MONICA
2203,i'm tell,RACHEL,RACHEL
2204,mean presumably big part job do,CHANDLER,JOEY
2205,oh god,MONICA,MONICA
2206,joey please,ROSS,MONICA
2207,ahh-ahh we'd well call fire department,Others,JOEY
2208,say marcel's hump thing's phase apparently he's reach sexual maturity,ROSS,ROSS
2209,wait that’s favourite area mean,PHOEBE,MONICA
2210,hey,PHOEBE,JOEY
2211,hi guy,RACHEL,RACHEL
2212,still ethnic agent think name that's neutral,JOEY,JOEY
2213,ok alright last minute lesson last minute lesson joey three eight eight three alright babe deal card,CHANDLER,CHANDLER
2214,oh man please tell one em,JOEY,MONICA
2215,bad christmas ever,PHOEBE,CHANDLER
2216,hey monica how's go,Others,JOEY
2217,spy can't believe trust,Others,ROSS
2218,wait wait wait want want like,JOEY,JOEY
2219,bout ben,ROSS,ROSS
2220,everyday gonna one thing do friends new year's resolution,ROSS,JOEY
2221,okay,RACHEL,RACHEL
2222,weekend bernie’s,JOEY,CHANDLER
2223,monica gonna proud get date two unbelievably cute nurse,RACHEL,RACHEL
2224,sober,Others,Others
2225,guy understand kiss important part,MONICA,ROSS
2226,love,MONICA,RACHEL
2227,oh well guess one come i’m gonna throw it’s probably bunch shampoo,RACHEL,Others
2228,although know might want consider wear underwear next time yeah cause sit throne could kind see royal subject,Others,Others
2229,hello,PHOEBE,ROSS
2230,joey,MONICA,MONICA
2231,get,Others,JOEY
2232,well yeah mean umm rus remind someone,Others,Others
2233,okay great,CHANDLER,JOEY
2234,right till buy blow dryer shun,MONICA,JOEY
2235,okay night leave museum ‘laser floyd’ let planetarium without even try sell box that’s occur key success ‘the munchies.’ ah start hit nyu dorm around midnight selling cooky case call,ROSS,ROSS
2236,great,RACHEL,Others
2237,look go different high school,MONICA,MONICA
2238,need know get figure want,RACHEL,ROSS
2239,bet as i’m gonna fire get kitchen get right anybody else get problem ‘bout chuckle think funny,MONICA,JOEY
2240,rock,CHANDLER,Others
2241,oh god yes,Others,RACHEL
2242,hey that's that's joincidence,CHANDLER,ROSS
2243,beef-tips huh,JOEY,JOEY
2244,marry oh wait minute can't i'm sorry forget lesbian,RACHEL,MONICA
2245,mom arrest,PHOEBE,ROSS
2246,bye,RACHEL,Others
2247,know seem like make awful lot stuff irish lately,Others,RACHEL
2248,umm well he’s dash y'know umm sophisticated doesn’t speak english accord translator totally get,PHOEBE,PHOEBE
2249,i-i-i know,RACHEL,RACHEL
2250,hey guy i’m pick christmas tree,MONICA,JOEY
2251,noise,RACHEL,MONICA
2252,god monica,ROSS,RACHEL
2253,look like ashtray,PHOEBE,JOEY
2254,where’s hey you’ve susan right,ROSS,ROSS
2255,pay,MONICA,CHANDLER
2256,monica’s right we’re talk get married okay she-she can’t rush,ROSS,ROSS
2257,joey minute,RACHEL,MONICA
2258,yeah think we're ready first course ok um rot-shrimp ravioli celantro pondou sauce touch mint ginger,MONICA,MONICA
2259,two ross,JOEY,RACHEL
2260,yeah,RACHEL,ROSS
2261,yeah,Others,ROSS
2262,y’know kind fun susan marry,ROSS,Others
2263,time want y'know young want play dollhouse look never play,MONICA,ROSS
2264,ross he's get remote,MONICA,JOEY
2265,yeah,ROSS,ROSS
2266,ok thanks pheebs oh god never taste,RACHEL,RACHEL
2267,look guy wanna meet group come one one fool around dad,Others,MONICA
2268,don’t know,MONICA,RACHEL
2269,sorry,JOEY,Others
2270,ew something explode,JOEY,PHOEBE
2271,hey,PHOEBE,JOEY
2272,oh look little cat look,RACHEL,RACHEL
2273,really,CHANDLER,MONICA
2274,hey hey ross,Others,JOEY
2275,right need little light fluid,JOEY,Others
2276,yeah mean it’s never take week get relationship,JOEY,ROSS
2277,james michener dirty talk elaborate filth ever hear mean character plot line theme motif one point villager,ROSS,JOEY
2278,okay see wanna name girl baby leslie frank want name one boy baby frank jr jr,Others,PHOEBE
2279,yeah well maybe phoebe switch,ROSS,CHANDLER
2280,y'know i've date like,CHANDLER,ROSS
2281,wait-wait go back sibling thing,MONICA,JOEY
2282,country,JOEY,JOEY
2283,oh dingus,PHOEBE,PHOEBE
2284,you’re brown bird see peephole,Others,ROSS
2285,yeah that’s okay mean guy go away first weekend i’m alone y'know totally totally understand,ROSS,ROSS
2286,could tonight night,RACHEL,Others
2287,really,RACHEL,MONICA
2288,oh,RACHEL,PHOEBE
2289,wow that’s excite go japan make woman,PHOEBE,Others
2290,what's go,CHANDLER,ROSS
2291,hey,RACHEL,JOEY
2292,okay wanna quit gym,CHANDLER,CHANDLER
2293,joey tell saw two kissing,CHANDLER,CHANDLER
2294,hey oh god baywatch,Others,MONICA
2295,pa-haa would love go,ROSS,RACHEL
2296,bye,PHOEBE,Others
2297,monica i’m best friend,RACHEL,RACHEL
2298,really really,MONICA,PHOEBE
2299,okay fine,RACHEL,ROSS
2300,idea,MONICA,CHANDLER
2301,yeah okay good good he's come he's come hey what's,RACHEL,ROSS
2302,don’t know could don’t feel like stand around night wait guy may may scream,Others,ROSS
2303,sweety,RACHEL,Others
2304,chick,JOEY,CHANDLER
2305,would relax big deal,ROSS,JOEY
2306,hey ross bodington's,JOEY,JOEY
2307,don’t know maybe keep drawer shut it’ll die,RACHEL,JOEY
2308,tell,PHOEBE,RACHEL
2309,ask get ke-eys,MONICA,RACHEL
2310,look,Others,ROSS
2311,right here’s ring,ROSS,JOEY
2312,well you-you coulda turn cushion,MONICA,JOEY
2313,oh hello ross,Others,RACHEL
2314,let go let go,ROSS,MONICA
2315,oh god wonder get great service cafe maurice,MONICA,Others
2316,oh hi,RACHEL,RACHEL
2317,noo,ROSS,RACHEL
2318,well that's cool did…,ROSS,CHANDLER
2319,thank,PHOEBE,ROSS
2320,don’t know think ‘see saturday’ funny look honey mark fashion okay like friend share stuff guy would never want go lecture,RACHEL,RACHEL
2321,hello mark hi it’s rachel green oh don’t apologize yeah i’ll hold leave number work help niece report pioneer,RACHEL,ROSS
2322,really well it’s like everyone else’s apartment it’s get room wall ceiling,Others,RACHEL
2323,maybe maybe good thing help ross get back foot,JOEY,RACHEL
2324,like idiot,RACHEL,Others
2325,right haven’t sex yet okay what’s big deal y’know special want love grow move next level,CHANDLER,MONICA
2326,okay that’s even sad look know know get it’s they’re it’s like it’s like know y’know mean-i mean it’s gonna easy little baby go away,PHOEBE,ROSS
2327,look good,JOEY,ROSS
2328,i’d really rather talk,Others,JOEY
2329,know think sixteen,JOEY,CHANDLER
2330,guy wanna get coffee,RACHEL,Others
2331,yep put gas,PHOEBE,MONICA
2332,gee always hear talk always think club go oh god i’m i’m sorry,RACHEL,MONICA
2333,okay ah get talky umm could also please tell sergei really like suit,PHOEBE,RACHEL
2334,guy hit uh go set camp,MONICA,ROSS
2335,mom,RACHEL,ROSS
2336,look it’s line ant they’re work team,PHOEBE,JOEY
2337,ross play rugby don’t think,Others,CHANDLER
2338,oh no-no no-no don’t want put hand pocket store,RACHEL,JOEY
2339,shut,JOEY,MONICA
2340,phoebe phoebe relax it’s okay mean never say exclusive,Others,MONICA
2341,honey love,ROSS,RACHEL
2342,ok know right,Others,RACHEL
2343,listen uh maybe could get together later,Others,JOEY
2344,okay get lot well fast,MONICA,CHANDLER
2345,totally worth,CHANDLER,ROSS
2346,hey y'know ah save chopstick reason get get chinese food,JOEY,JOEY
2347,urghh,MONICA,Others
2348,oh yeah yeah,JOEY,JOEY
2349,ross honey anything,RACHEL,RACHEL
2350,right i'll tell we're neither one marry say get together one,CHANDLER,Others
2351,look it’s bad block little door little door,JOEY,CHANDLER
2352,wait til saturday free tomorrow,MONICA,Others
2353,mr heckle,MONICA,MONICA
2354,uh y'know i'm gonna go think involve particular thing right,ROSS,ROSS
2355,well yeah don’t-don’t think it’s,JOEY,CHANDLER
2356,yes c'mere gimme,ROSS,ROSS
2357,really who’s number two,MONICA,CHANDLER
2358,waitress,Others,RACHEL
2359,okay thanks,PHOEBE,CHANDLER
2360,oh wonder feel full,PHOEBE,Others
2361,it-it’s swearing it’s ah way ah occasionally concentrate enthusiasm buttock,CHANDLER,ROSS
2362,it’s well can’t go museum underwear,JOEY,ROSS
2363,everybody look happy hate,PHOEBE,ROSS
2364,hey hey hey wxrk k-rock daily challenge,Others,JOEY
2365,monica's big night pay,ROSS,CHANDLER
2366,let’s go,CHANDLER,MONICA
2367,oh i’ll go get,CHANDLER,ROSS
2368,i’m good,JOEY,ROSS
2369,hey,Others,JOEY
2370,yes yes short story write,Others,ROSS
2371,oh god,Others,MONICA
2372,pete becker pete…,CHANDLER,MONICA
2373,phoebe hang second ross want say something slept someone else,Others,JOEY
2374,y'know big meal monday y'know that's gonna get straight week,CHANDLER,CHANDLER
2375,phoebe listen shopping day,MONICA,JOEY
2376,listen i'm i'm sorry hard,ROSS,Others
2377,oh yeah stay late want,Others,CHANDLER
2378,okay turn,RACHEL,MONICA
2379,yeah definitely route,RACHEL,PHOEBE
2380,hey,ROSS,JOEY
2381,oh that’s priest throw holy water okay listen cheer okay come ross mean anything well sit around cry day kate,CHANDLER,JOEY
2382,monica,MONICA,RACHEL
2383,he's soo lucky janice guy she'd sleep somebody else,RACHEL,CHANDLER
2384,hey,Others,JOEY
2385,oh,Others,PHOEBE
2386,actually think apartment sully good name crap,CHANDLER,CHANDLER
2387,woman bar,Others,Others
2388,tongue,ROSS,JOEY
2389,thanks i'll call tomorrow okay okay let's let alan-bashing begin who's gonna take first shot hmm,MONICA,Others
2390,pheebs,JOEY,ROSS
2391,look look there’s get way work past okay can’t imagine can’t imagine life without without without arm face heart good heart rach,ROSS,ROSS
2392,ok um uh three feel like uh sometimes guys get uh much money,JOEY,ROSS
2393,hey pheebs,Others,JOEY
2394,come ross remember back college fell love carol buy ridiculously expensive crystal duck,CHANDLER,CHANDLER
2395,write,ROSS,PHOEBE
2396,love artichoke thing oh tell what's diet start tomorrow,Others,RACHEL
2397,would look played tonsil tennis mom mean know alright trust can't talk,CHANDLER,ROSS
2398,oooh-hoo attractive forgiving,CHANDLER,PHOEBE
2399,hey pheebs,CHANDLER,JOEY
2400,way,CHANDLER,CHANDLER
2401,yeah decide make salmon leave restaurant realise bitch would stop cooking would make famous bake potato diet coke,MONICA,MONICA
2402,wanna quit gym,CHANDLER,CHANDLER
2403,well come blew y'know come,JOEY,RACHEL
2404,i'm sorry,Others,Others
2405,mmm,Others,Others
2406,could forget,ROSS,CHANDLER
2407,yes,RACHEL,CHANDLER
2408,oh hey don’t go pick emily,RACHEL,ROSS
2409,okay y'know i’m fine i’m mean fine hearing come want see bedroom y'know we’re friend don’t see people,MONICA,ROSS
2410,yeah think,PHOEBE,CHANDLER
2411,go two,JOEY,ROSS
2412,great helen could come moment,CHANDLER,CHANDLER
2413,oh wenus,RACHEL,PHOEBE
2414,ok turn around want star i'm,ROSS,MONICA
2415,yeah cause already ask janice,CHANDLER,PHOEBE
2416,yeah don’t cologne,CHANDLER,PHOEBE
2417,know want spoil appetite,MONICA,Others
2418,oh ha-ha-ha right anyway…,PHOEBE,PHOEBE
2419,sick guy want look another guy want think another guy even want near another guy,RACHEL,RACHEL
2420,oh side still hurt crash yesterday,RACHEL,RACHEL
2421,look,JOEY,ROSS
2422,hill alive sound music,ROSS,PHOEBE
2423,y'know don’t don’t ‘cause it’s bad,Others,PHOEBE
2424,i'll,MONICA,Others
2425,yeah yeah i'll cup coffee,Others,ROSS
2426,c'mon guy real movie al pacino's that's big,JOEY,JOEY
2427,know,CHANDLER,RACHEL
2428,anchovy,ROSS,Others
2429,oh that's really is...do know,Others,PHOEBE
2430,oh god,MONICA,MONICA
2431,close,Others,ROSS
2432,ross remember susan,Others,Others
2433,know,ROSS,RACHEL
2434,bzzzz love ross,RACHEL,RACHEL
2435,oh yeah well y'know chandler print computer,ROSS,Others
2436,good good five point,PHOEBE,ROSS
2437,don’t take care one get pregnant i’ll hold onto card okay,PHOEBE,PHOEBE
2438,okay bed side cuddle wait drift hug roll back side bed rollll a-way hug roll,ROSS,CHANDLER
2439,okay hear capable talk thing else,PHOEBE,RACHEL
2440,guy girl see that’s ridiculous monica i’m three touchdown,ROSS,RACHEL
2441,oh yeah well start wear bra,Others,RACHEL
2442,go i’m serve last cup coffee go enjoy,RACHEL,Others
2443,easy easy go hospital okay,ROSS,RACHEL
2444,oh god,PHOEBE,MONICA
2445,bumpy,ROSS,Others
2446,hey pheebs,RACHEL,JOEY
2447,don’t know maybe weren’t ready chick,JOEY,JOEY
2448,well look one’s ahhh,PHOEBE,ROSS
2449,hey much cash get pocket right,JOEY,JOEY
2450,dude go,JOEY,JOEY
2451,uh i'm really shot drinking kinda guy,ROSS,Others
2452,hello,CHANDLER,ROSS
2453,yes we’re get marry,ROSS,MONICA
2454,gonna problem,MONICA,Others
2455,nice,CHANDLER,CHANDLER
2456,oh i’m sorry get ‘ya,JOEY,RACHEL
2457,oooooo,Others,Others
2458,whoa whoa prom night flashback,CHANDLER,Others
2459,hey,ROSS,JOEY
2460,think chandler umm one,Others,PHOEBE
2461,oh god glad call supremely awful day,Others,RACHEL
2462,bye bye birdie,MONICA,CHANDLER
2463,hi guy russ,Others,RACHEL
2464,oh-oh phoebe,Others,PHOEBE
2465,okay right give mug i’ll keep mug,RACHEL,Others
2466,right yeah i've hear cute doctor,RACHEL,RACHEL
2467,still mad,PHOEBE,Others
2468,heard,RACHEL,MONICA
2469,joshua,RACHEL,RACHEL
2470,hey buddy family place put mouse back house,Others,Others
2471,look want say,JOEY,CHANDLER
2472,ok look aunt iris woman play poker since five gotta listen every word say hi,MONICA,ROSS
2473,can’t believe come back,CHANDLER,CHANDLER
2474,i’ll try,MONICA,Others
2475,think know maybe keep look,ROSS,PHOEBE
2476,hi i’m dorf you’re date even oh come dorf date that’s good stuff,CHANDLER,ROSS
2477,what-what love really,ROSS,MONICA
2478,hey man,CHANDLER,CHANDLER
2479,good good,CHANDLER,ROSS
2480,become drama critic,Others,RACHEL
2481,yes paolo send italy,RACHEL,RACHEL
2482,okay look like ross captain okay um bunnied first mean get pick first joey,MONICA,PHOEBE
2483,right hey well make look really really good oh another thing video camera nice,JOEY,JOEY
2484,y'go,ROSS,CHANDLER
2485,oh yeah last week wonderful nutty chocolatey kind cakey pie thing nothing i'm fine,ROSS,Others
2486,oh didn’t didn’t know,Others,JOEY
2487,office,JOEY,CHANDLER
2488,oh hey mr treeger,RACHEL,JOEY
2489,know ahhhhhh really wanna go finish kiss,ROSS,CHANDLER
2490,feel bad wanna go concert,PHOEBE,CHANDLER
2491,can’t i’m ultimate fighter i’m tell day come child argue win fight superman i’m say could beat superman y'know kid stupid,Others,JOEY
2492,hi,MONICA,Others
2493,sure,RACHEL,RACHEL
2494,dude don’t brag get nothing,JOEY,JOEY
2495,know four ninety-nine pillow top queen set care divorce baby sell i’m appalled way,MONICA,CHANDLER
2496,oh uh listen tonight,CHANDLER,JOEY
2497,go,ROSS,CHANDLER
2498,well,ROSS,RACHEL
2499,kathy kathy hi kathy kathy kathy fetch fetch kathy kathy kathy kathy kathy,CHANDLER,CHANDLER
2500,oh god phoebe look it’s ross girl,RACHEL,RACHEL
2501,insane you-you gotta give,MONICA,ROSS
2502,okay okay maybe,ROSS,ROSS
2503,build unit cinderelly lay tile cinderelly,PHOEBE,JOEY
2504,spit man,JOEY,JOEY
2505,cute waiter guy restaurant one look like non-threatening ray liotta,RACHEL,MONICA
2506,yeah town near,PHOEBE,Others
2507,oh yeah right,PHOEBE,CHANDLER
2508,like,ROSS,JOEY
2509,well actually thanks think i'm gonna hang tonight kinda long day,RACHEL,JOEY
2510,well giraffe’s okay pirate,MONICA,RACHEL
2511,okay y'know don’t no-no-no-no don’t well moment’s,PHOEBE,CHANDLER
2512,okay love,Others,RACHEL
2513,ethan um icky,MONICA,RACHEL
2514,almost know,JOEY,RACHEL
2515,um coffee go please,Others,RACHEL
2516,wait gonna,RACHEL,MONICA
2517,i'll right back,JOEY,Others
2518,oh would love y'know y'know let's drink i'm feel kinda crazy wanna go newark,RACHEL,RACHEL
2519,know,MONICA,RACHEL
2520,want kiss midnight nobody else go y'know…,CHANDLER,Others
2521,oh uh,CHANDLER,CHANDLER
2522,marry,ROSS,MONICA
2523,phoebe place empty,RACHEL,MONICA
2524,yeah can’t say croissant oh god,PHOEBE,PHOEBE
2525,oh-ho bet british version gooooood,JOEY,RACHEL
2526,pick vowel,Others,MONICA
2527,leetch spot messier crease there's pas,JOEY,ROSS
2528,joey promise phoebe wouldn’t eat meat baby,MONICA,MONICA
2529,uh listen gotta double check ticket tonight who-who get,JOEY,JOEY
