,text,labels,predicted_label
14627,"Oh Ross, honey you gotta stop torturing yourself!",RACHEL,PHOEBE
14628,Done!,JOEY,MONICA
14629,Congratulations!,ROSS,RACHEL
14630,Monica.,MONICA,RACHEL
14631,"He is sweet. He’s too sweet. He calls me all the time. ""So did-did you get home from work okay?"" ""Did-did you get out of the shower okay?""",PHOEBE,MONICA
14632,Okay.,JOEY,JOEY
14633,"You can have the last piece, if you want.",ROSS,CHANDLER
14634,"Anyway, suddenly I'm down field, and I realise that I'm the one who's supposed to catch him, right? Only I know there is no way I'm gonna get there in time, so I am running, and running, and that, that is when I woke up. See I, I am so not ready to be a father.",ROSS,CHANDLER
14635,"Yes, and we're very excited about it.",CHANDLER,Others
14636,"Ok, we never shoulda talked about this.",RACHEL,Others
14637,Hello.,MONICA,JOEY
14638,Yes!,CHANDLER,Others
14639,"Yeah, I guess.",MONICA,Others
14640,"Well, then so you just invite me...!",RACHEL,MONICA
14641,The fact that you'd even ask that question shows how little you know me.,CHANDLER,Others
14642,"Oh! Okay, that actually makes more sense. So how was it?",PHOEBE,JOEY
14643,Not if I kiss you first.,CHANDLER,JOEY
14644,What?!,MONICA,JOEY
14645,No thanks!,ROSS,JOEY
14646,"Nothing. Oh, actually, great news! I just got off the phone with Emily and it looks like I'm moving to a new apartment. Woo-hoo!",ROSS,RACHEL
14647,"Turkey’s are beautiful, intelligent animals!",PHOEBE,ROSS
14648,"I mean seriously, she’s like the perfect woman. I mean I know she turned me down, but if she hadn’t and wanted to be with me, I would take her in my arms and… I haven’t bummed you guys out like this in a while have I?",JOEY,CHANDLER
14649,Very!,MONICA,PHOEBE
14650,"This is amazing. I mean, how, how did this happen?",MONICA,RACHEL
14651,"Well, umm, why don’t you give him a call?",ROSS,RACHEL
14652,"Ohh, you are so lucky! Hey! So, where's Monica? Did you guys make up?",PHOEBE,PHOEBE
14653,Behind you?,Others,JOEY
14654,Hey! How’d your date go with Jake?,MONICA,ROSS
14655,"Okay, can we just sign please?",ROSS,ROSS
14656,I uh… I don’t know. I mean I…I honestly didn’t watch it.,ROSS,JOEY
14657,"No, they look too weird.",Others,JOEY
14658,"Ohh, okay.",ROSS,CHANDLER
14659,"All right look. If you can't come home and deal with this, then I'm gonna.",JOEY,RACHEL
14660,But they don't see all the wonderfulness that I see. They don't see all the good stuff and all the sweet stuff. They just think you're a little...,PHOEBE,JOEY
14661,Ahhh!,JOEY,ROSS
14662,"I mean we’re not, we’re not gonna live together anymore?",RACHEL,RACHEL
14663,"No, not Phoebe, Dr. Philange. Oh no! You have it too!",PHOEBE,RACHEL
14664,Is that what you’re thinking about right now?,CHANDLER,ROSS
14665,Ahhhhhhhhhh…,JOEY,JOEY
14666,"Well, have fun!",RACHEL,ROSS
14667,But it's an original Buffay...,JOEY,JOEY
14668,"Oh, yeah, well… Yeah, no use wasting this baby, just lyin’ around the house.",RACHEL,PHOEBE
14669,Not if you were here.,PHOEBE,MONICA
14670,Are you gonna open the presents without Chandler?,PHOEBE,MONICA
14671,"Y’know sometimes the good ideas are just right in front of you, aren’t they?",CHANDLER,MONICA
14672,"Well, you know, you have to take a course. Otherwise, they don't let you do it.",Others,RACHEL
14673,Oh my God! That’s the creep that you’re with at the Statue of Liberty.,PHOEBE,ROSS
14674,Oh! My head! Oh! Oh!,JOEY,JOEY
14675,"Well, if moving here is gonna make them happy, don't you want them to do it?",Others,CHANDLER
14676,"Yeah, you wish.",CHANDLER,ROSS
14677,"Isn't this amazing? I mean, I have never made coffee before in my entire life.",RACHEL,Others
14678,Just okay—Did you do it right?!,JOEY,PHOEBE
14679,"What a sad little life she must lead. Okay, ooh .",PHOEBE,RACHEL
14680,"I think, sub-consciously…",ROSS,RACHEL
14681,Okay.,RACHEL,PHOEBE
14682,Why?,ROSS,PHOEBE
14683,"Level 1 alert. I repeat, level 1. This is not a drill. Okay we've got a situation. The minister just called. He's snowed in. He can't make it.",MONICA,PHOEBE
14684,Get out of the cab!,ROSS,CHANDLER
14685,Was it...,MONICA,MONICA
14686,"Oh no, I really don’t want any——Oh! Thank you. Oh. Oh Ross…",RACHEL,Others
14687,"That’s a good question, dad. That’s a good question…",ROSS,CHANDLER
14688,Not one that can pee on the roof.,MONICA,PHOEBE
14689,Hey!,MONICA,MONICA
14690,"No. No, just, just, just a couple more boxes. It-it-it’s no big deal, all right, I’m-I’m cool. You gotta help me out with a couple more boxes!",MONICA,RACHEL
14691,"It was pretty simple actually, I came up with a couple of cost-cutting solutions, wrote out a list and Monica told me to go to hell.",CHANDLER,MONICA
14692,"The... Jamestown colony of Virginia. You see, King George is giving us the land, so...",CHANDLER,MONICA
14693,"Yeah, yeah sure, goodnight.",JOEY,Others
14694,Can I sleep on your couch?,CHANDLER,MONICA
14695,"Oh, I can uh, check that for ya.",CHANDLER,MONICA
14696,Okay. Can you give me a little push?,MONICA,Others
14697,"Anyway, I picked up this outfit that I want to wear and the, and the boots don’t really go with it.",MONICA,ROSS
14698,What?!,CHANDLER,MONICA
14699,We checked. A lot.,MONICA,ROSS
14700,"Yeah, oh I’m sorry, it must be really hard to hear! I tell ya, it’s a lot easier having three babies play Bringing in the Noise, Bringing in da Funk on your bladder! I’m so sick of being pregnant! The only happiness I get is from a cup of coffee, which of course is decaf, ‘cause—Oh! I’m pregnant!",PHOEBE,PHOEBE
14701,"Ooh, like the time you and I went to Atlantic City and I made you laugh so hard you threw up your whole steak?! Remember?",JOEY,PHOEBE
14702,I told that guy who answered your phone.,Others,CHANDLER
14703,Well you did pull his hair.,CHANDLER,RACHEL
14704,Okay that does sound like fun.,MONICA,ROSS
14705,"This is it. Yeah, this is the one. I can’t believe I found it!",MONICA,MONICA
14706,Sure!,PHOEBE,Others
14707,G’night.,Others,RACHEL
14708,Hey.,JOEY,RACHEL
14709,"Excuse me, you're Monica Geller aren't you?",Others,JOEY
14710,You’re gonna get pregnant.,PHOEBE,RACHEL
14711,"Ah, the forbidden love of a man and his door.",ROSS,JOEY
14712,"Did you just say ""break up with Charlie""?",ROSS,JOEY
14713,Oh good.,Others,RACHEL
14714,"Blah blah blah, blah blah blah... blah blaaaaaah....",ROSS,ROSS
14715,"Well, you lied again!",JOEY,PHOEBE
14716,Noo!!,MONICA,JOEY
14717,"Hi-hi, I’m Joey.",JOEY,JOEY
14718,"Well, as much as I’d like to meet Josh and warn him, Emily and I aren’t going to be here. All right? I mean, she’s going to come by first to say good-bye, and then I’ve got a whole special evening planned. So I’m sorry, no party.",ROSS,CHANDLER
14719,I'll go in there.,MONICA,ROSS
14720,"Okay, bye!",CHANDLER,MONICA
14721,"Umm, Ginger's gonna take over this corner.",Others,JOEY
14722,Oh.,RACHEL,CHANDLER
14723,"I know, that’s why I said again!",MONICA,JOEY
14724,"Oh God! Orange juice just came out of my nose, but it was totally worth it. Oh my God, I completely forgot about your sound.",MONICA,CHANDLER
14725,Yeah.,Others,ROSS
14726,How about to the street say from the balcony?,CHANDLER,JOEY
14727,Really?,MONICA,MONICA
14728,Guys! Guys! I just saw two people having sex in a car right outside.,MONICA,Others
14729,"Ohh, you guys are so made for each other.",RACHEL,JOEY
14730,"Hey, are you ready to get back on the dance floor?",MONICA,RACHEL
14731,"Ross, you know what...",RACHEL,CHANDLER
14732,So fellas,RACHEL,JOEY
14733,Well have we finished the scene?,Others,MONICA
14734,"Oh God Monica hi! I just went to your building and you weren't there and then this guy with a big hammer said you might be here and you are, you are!",RACHEL,JOEY
14735,Dude!,JOEY,JOEY
14736,"No! No it’s not. Joey, this is a smart idea.",ROSS,JOEY
14737,"Nothing, nothing. Lee-lo, the laundry's done.",ROSS,PHOEBE
14738,Excuse me?,ROSS,MONICA
14739,"Rachel, I have not missed one question the whole game. I own this game! Look at my hand.",MONICA,MONICA
14740,Nothing. Nothing.,PHOEBE,ROSS
14741,Why not!,PHOEBE,ROSS
14742,After she gave me that big speech?! She goes and makes a date with a guy on the same night she has plans with me? I think she’s trying to pull a fast one on Big Daddy!,JOEY,RACHEL
14743,Let's go quicker.,CHANDLER,CHANDLER
14744,That’s too hard. Too hard!,PHOEBE,RACHEL
14745,"Yeah, not since I got too strong for you.",ROSS,JOEY
14746,"Rach, y'know I can see you naked any time I want.",ROSS,MONICA
14747,"Look, if I wanna see Phoebe and she wants to see...",Others,MONICA
14748,"Ross, please! My make-up!",PHOEBE,PHOEBE
14749,"Yes, Janice. Why is that so difficult for you to comprehend?",CHANDLER,JOEY
14750,What are you shushing?,RACHEL,Others
14751,"Yeah, okay, bye.",Others,RACHEL
14752,Eh!,CHANDLER,MONICA
14753,"So uh, what are you guys doing for dinner tonight?",RACHEL,CHANDLER
14754,"Come on! The boss that fires a guy that’s just been dumped, bitch! And the woman who dumps a guy that’s just been fired, blond bitch!",PHOEBE,ROSS
14755,"Uh- Rachel has left the building, can you call back?",MONICA,JOEY
14756,"Well, why don’t we just bunny up.",MONICA,JOEY
14757,I’m sorry about your date.,ROSS,PHOEBE
14758,Thanks.,ROSS,CHANDLER
14759,"Yeah, well, I’m using noise. Okay. All right! So, is everybody ready? Here we go. I hear something! I hear something! Where is it?",MONICA,CHANDLER
14760,"Okay, no problem, just remember to wake us up before you go-go.",CHANDLER,ROSS
14761,"Hey, do you have any gum?",ROSS,MONICA
14762,"Yeah I can! And don’t think I don’t, because I do! I mean all the time, you betcha!",MONICA,JOEY
14763,Excuse me?,RACHEL,JOEY
14764,I beg to differ .,PHOEBE,JOEY
14765,"Oh, no! This is work. I should call in. Can you excuse me?",Others,JOEY
14766,And sexy.,ROSS,CHANDLER
14767,"Yeah, well you should! I mean, nude pictures of Anna Kournikova? I mean, she's never even won a major tournament!",ROSS,MONICA
14768,"Oh God, thank you! Umm, uh, Mr. Stevens I’d like you to meet my friends uh, this is Phoebe, Monica, and Chandler.",ROSS,PHOEBE
14769,You took off your pants and climbed under the sheets!,CHANDLER,JOEY
14770,"Hey Pheebs, what’s up?",CHANDLER,RACHEL
14771,Damnit!,JOEY,PHOEBE
14772,Okay! All right!,JOEY,ROSS
14773,"Aahh, I'm a... chef at a restaurant uptown.",RACHEL,CHANDLER
14774,Screw the Knicks!,CHANDLER,PHOEBE
14775,"Rachel, lock the door. Lock the door, seriously.",ROSS,JOEY
14776,"All right I guess I'm, gonna go pack.",ROSS,JOEY
14777,Monica told me you had a blind date.,ROSS,MONICA
14778,"Yeah, you can melt art. Hey, can I use your phone?",Others,ROSS
14779,But I already told Zelner that I would come back...,RACHEL,JOEY
14780,"Actually it's, it's quite, y'know, typical behaviour when you have this kind of dysfunctional group dynamic. Y'know, this kind of co-dependant, emotionally stunted, sitting in your stupid coffee house with your stupid big cups which, I'm sorry, might as well have nipples on them, and you're like all 'Oh, define me! Define me! Love me, I need love!'.",Others,MONICA
14781,Well at least I got these sheets for Ross.,PHOEBE,PHOEBE
14782,Oh really?,PHOEBE,PHOEBE
14783,"So how did this happen? Did she, did she lure you to an early bird dinner?",PHOEBE,PHOEBE
14784,Oh! Wow! Hey!,Others,JOEY
14785,"Ethan, focus. How could you not tell me?",MONICA,CHANDLER
14786,"Anyway, I've decided to offer you the grant.",Others,MONICA
14787,No.,ROSS,PHOEBE
14788,"Wow! Oh-okay, look pal, I am not in the mood to be hit on right now! But if you give me your number I will call you some other time.",RACHEL,PHOEBE
14789,"Oh hey Mon? Rach is here! Ohh, you’re still pregnant. Oh, I’m sorry. I know how uncomfortable you are. Y’know what? You look great. Yeah, like fifty bucks.",PHOEBE,PHOEBE
14790,I’m getting married today!!!,MONICA,RACHEL
14791,Not Joey.,PHOEBE,MONICA
14792,Yeah!,PHOEBE,ROSS
14793,"He seemed like a stand up guy. Oh, and he’s not into anything weird sexually.",JOEY,JOEY
14794,"Come on Chandler, come on! It’ll give us great practice for when——people with babies come to visit.",MONICA,MONICA
14795,Or! A bakery delivery person.,MONICA,ROSS
14796,"Uh-huh, what exactly did you ask her?",MONICA,RACHEL
14797,We use it!!,RACHEL,RACHEL
14798,"All right look man, I didn’t want to bring this up, but Chandler, is the stupidest name I ever heard in my life! It’s not even a name; it’s barely even a word. Okay? It’s kinda like chandelier, but it’s not! All right? It’s a stupid, stupid non-name!",JOEY,ROSS
14799,Bye Janine!,ROSS,MONICA
14800,"Tell me it's ""you and me"" we.",CHANDLER,MONICA
14801,"Oh come on Ross, we’ve done it before we’ll do it again, it’ll be a nice way to bookend the pregnancy.",RACHEL,Others
14802,"Oh, hurry up. I want to sign that.",CHANDLER,MONICA
14803,"Well, you-you know what I meant.",CHANDLER,JOEY
14804,No time for that!,MONICA,PHOEBE
14805,Okay. I just wanted them to hear it from somebody else.,CHANDLER,RACHEL
14806,"Oh yeah, me too. Y'know if this shirt is dirty. Yep.",CHANDLER,Others
14807,"Wait a minute! You let Ross drive the Porsche and when I ask you, you say you’re the only one who’s allowed to drive it.",RACHEL,ROSS
14808,"Joey Tribbiani. Yes, ok. Hold on. She wants to talk to you. Take the phone.",Others,ROSS
14809,"Hey, look, you guys, I'm going for anything here, OK? I cannot be a waitress anymore, I mean it. I'm sick of the lousy tips, I'm sick of being called 'Excuse me...'",RACHEL,MONICA
14810,What are you talking about?,CHANDLER,ROSS
14811,"Awww, man! He promised he wouldn’t take the chairs!!",JOEY,MONICA
14812,It’s a haven. A third-floor paradise. A modern-day Eden in the midst…,Others,RACHEL
14813,I know.,CHANDLER,JOEY
14814,"And y’know, even if they break up again, you’d better not let him in your sad men’s club!",PHOEBE,CHANDLER
14815,Oh... my...,Others,JOEY
14816,Rachel lost Marcel.,CHANDLER,PHOEBE
14817,"What?! Wait a minute! No wait a minute! Okay? Look, that night was the one wild thing I have ever done in my entire life, and I’m not gonna let you take that away from me! Okay, so if you don’t remember that, maybe you will remember this!",RACHEL,MONICA
14818,Oh my God!,PHOEBE,MONICA
14819,"Okay, well if I stop playing with Joey and Chandler, can I play with Mark?",RACHEL,ROSS
14820,What?,JOEY,MONICA
14821,Get over here!,PHOEBE,JOEY
14822,"Unless... Maybe we do it here. I mean, how much can she even be aware of at this age?",MONICA,MONICA
14823,"Fine, fine! You would not hold up well under torture!",PHOEBE,CHANDLER
14824,Hi.,Others,JOEY
14825,"You know, if you want, I'll do it with you.",PHOEBE,RACHEL
14826,Good! Good! Five points!,PHOEBE,RACHEL
14827,'That' would be Marcel. You wanna say hi?,ROSS,PHOEBE
14828,"Excuse me, Aaron? Hi! Umm, I have a little problem with the schedules. Originally, I wasn’t supposed to work today, and I have this wedding that I really have to be at. It’s my best friend’s, and I’m officiating so I really can’t work past four.",JOEY,JOEY
14829,I will loan you the money. Just go to the hospital and let’s just get that thing…pushed back in.,CHANDLER,RACHEL
14830,"All right, that’s it! He cannot do this to Phoebe. This guy is going to get the butt kicking of a lifetime! But, is he a big guy?",JOEY,CHANDLER
14831,"Umm, my friend, Bonnie. She just always thought Ross was really cute, and now that you two aren’t together, she asked if I could set it up, but if you’re not cool with it...",PHOEBE,MONICA
14832,Okay!,RACHEL,JOEY
14833,You got me.,ROSS,RACHEL
14834,Look what I found in the drawer... And you said I'd never wear this...,MONICA,RACHEL
14835,"Hey, hey, ok, all right, that's it! Get in here. Come on. My god, you guys, I don't believe you. There are children coming into the world in this very building and your negative fighting noises are not the first thing they should be hearing. So just stop all the yelling, just stop it!",PHOEBE,CHANDLER
14836,"Sure, he was in your ""band""?",Others,JOEY
14837,"Wait-wait-wait, wait! Puppies. Cute or ugly?",PHOEBE,CHANDLER
14838,I can't believe you guys aren't going to be able to get married today.,ROSS,Others
14839,Bloomingdale’s eliminated my department.,RACHEL,RACHEL
14840,Who? Who do you know that are friends that just fool around?,MONICA,CHANDLER
14841,Yeah. Um... I'm out.,PHOEBE,JOEY
14842,Kinda.,JOEY,PHOEBE
14843,I don’t—Look I don’t know what you’re complaining about now? You were both aware of the situation!,PHOEBE,RACHEL
14844,Me too!,RACHEL,Others
14845,"Well, we’re a little early, the lecture doesn’t end for 15 minutes.",RACHEL,CHANDLER
14846,"I mean naked game. Strip poker, we should totally play strip poker.",JOEY,ROSS
14847,No! Why?,ROSS,RACHEL
14848,"Oh, I thought you weren’t coming. What? Where were you?",PHOEBE,PHOEBE
14849,"And we just sit here. I mean if I die the only way people would even know I was here, would be by the ass print on this chair! Look, we have to do something. Okay? Something huge!",CHANDLER,RACHEL
14850,"Oh, no!",ROSS,Others
14851,I said no.,JOEY,PHOEBE
14852,What if you put them here.,Others,ROSS
14853,"Oh, I’m sorry. Was that another joke?",MONICA,ROSS
14854,He's probably in his room with his current girlfriend Charlie. That's the situation as we know it...,CHANDLER,MONICA
14855,"Hey, all right!",CHANDLER,MONICA
14856,"That’s all right, we-we don’t need you. In fact, hey I’m over it already.",ROSS,RACHEL
14857,‘Cause it’s gross.,CHANDLER,RACHEL
14858,Okay.,ROSS,Others
14859,"Oh, no, no, no... That's okay. I got a lot of offers from other families. I just picked you guys because... I liked you the best.",Others,RACHEL
14860,Good. And Rachel Green too.,MONICA,PHOEBE
14861,Shouldn't we all vote on stuff like this?!,JOEY,ROSS
14862,Or Casey.,CHANDLER,MONICA
14863,"Yeah-yeah I uh, I have a uh, a guy problem.",ROSS,PHOEBE
14864,I know why do you think he was so worried about me getting bigger?,MONICA,ROSS
14865,"Oh good. Good, because I’m sure this interview is gonna last a couple of weeks.",CHANDLER,PHOEBE
14866,Very bad.,ROSS,ROSS
14867,Yeah.,ROSS,ROSS
14868,Is he not cute enough for you?,MONICA,JOEY
14869,That’s a really nice gift. I was thinking of like a gravy boat.,PHOEBE,MONICA
14870,"Okay, we’ll talk about something else then.",PHOEBE,RACHEL
14871,What? Hey! No-no-no! This not cool! You don't even know me!,RACHEL,Others
14872,Like finding money with naked people on it!,CHANDLER,MONICA
14873,"Uh, yeah! I still can’t believe she hates Pottery Barn!",ROSS,PHOEBE
14874,I couldn’t.,ROSS,Others
14875,"Oh. Oh. Thank God, most women don’t even feel them.",ROSS,ROSS
14876,"Hey, how are those tapes working out for ya?",RACHEL,JOEY
14877,No he’s not! He’s totally yanking your chain! He’s done this with three other teachers!,Others,MONICA
14878,Are you okay?,MONICA,Others
14879,You wanna work on your interview skills?,PHOEBE,PHOEBE
14880,Hey Monica!,JOEY,PHOEBE
14881,Really?,JOEY,JOEY
14882,Yeah!,PHOEBE,PHOEBE
14883,"No, hey-hey, come on, Ben, Santa is not mad at you, okay? Hey, you're-you're his favorite little guy!",ROSS,RACHEL
14884,"Uh, I-I had a drink with lunch. Did those cost reports come in?",RACHEL,RACHEL
14885,"Not that big a deal? It's amazing. Ok, you just reach in there, there's one little maneuver, and bam, a bra right out the sleeve. All right, as far as I'm concerned, there is nothing a guy can do that even comes close. Am I right?",ROSS,JOEY
14886,"...and the style number, and the invoice number, and the shipping date. Good. Any questions so far?",Others,JOEY
14887,"Umm, I'd love too! Ooh, I love macaroni and cheese. I love-I love the way this box feels against my cheek.",MONICA,JOEY
14888,"I left a bra drying on the shower rod, you don’t think your son will think it’s yours and be horribly traumatised?",Others,PHOEBE
14889,"Okay, let's get some perspective people; it's not like I'm wearing a seeing-eye dog coat!",PHOEBE,PHOEBE
14890,So can we keep this between us?,RACHEL,JOEY
14891,Ah....,ROSS,RACHEL
14892,Yeah! What are you saying?,PHOEBE,CHANDLER
14893,"I tired attacking two women, did not work.",ROSS,ROSS
14894,What? What?!,ROSS,Others
14895,Hey.,CHANDLER,CHANDLER
14896,"Sure! Ooh-ooh, what about this?",ROSS,MONICA
14897,"Well, yeah, because I have to break up with someone, and… Okay so Jason is sensitive, but now so’s Vince Plus, Vince has the body y'know? So… It’s really just about the math.",PHOEBE,JOEY
14898,"Windows are clean, candels are lit. Uh, belt's to tight, gotta change the belt. Did I turn the fish? No, cause I made lasagne. Am I out of control?",MONICA,MONICA
14899,Did you know Chandler kissed Rachel?,ROSS,JOEY
14900,"Oh-ho, yeah!",CHANDLER,PHOEBE
14901,"Ah, no-no-no just Ross. Ross and Joey is embarrassing enough.",CHANDLER,PHOEBE
14902,"Ohh, I don’t think so.",ROSS,MONICA
14903,Oooh. Girl's night out indeed.,PHOEBE,PHOEBE
14904,Y'know what? We thought you were different. But I guess it was just the coma.,PHOEBE,CHANDLER
14905,"That was so unlikely. Well, let’s get married! I guess.",CHANDLER,JOEY
14906,"Well, I guess this is uh, I guess this is it.",Others,RACHEL
14907,I can do that. I certainly did it when we were going out.,RACHEL,MONICA
14908,Really?,JOEY,JOEY
14909,"Oh uh, I don’t know the boat way to say this, but uh never!",JOEY,RACHEL
14910,"Hey, I'm more cop than you two!",ROSS,MONICA
14911,"He's kinda tall, dark hair, hand looks exactly like this. See?",JOEY,ROSS
14912,It’s this way? Sorry.,Others,PHOEBE
14913,And did he?,MONICA,MONICA
14914,What?,CHANDLER,ROSS
14915,That's my sister.,ROSS,MONICA
14916,"She is unbelievable, our mother is...",MONICA,RACHEL
14917,"All right, look at my on the back page.",MONICA,RACHEL
14918,"I can’t believe you really walk alone here! I mean, you hear such stories about New York.",Others,JOEY
14919,"Ok. I mean I know I did the right thing. You know, Mike never wants to get married and I shouldn't be in a relationship that has no future... but... pretty soon I'm gonna miss him so much. I'm gonna wanna see him again and you have to stop me from doing that.",PHOEBE,Others
14920,"Uhh, I won’t take no for an answer.",Others,PHOEBE
14921,Can I see the comics?,JOEY,JOEY
14922,I can't believe it! We're here!,CHANDLER,MONICA
14923,Hey.,PHOEBE,CHANDLER
14924,What are you gonna do Pheebs?,RACHEL,CHANDLER
14925,That was amazing!,CHANDLER,PHOEBE
14926,I have no idea. But look how much they spent!,MONICA,CHANDLER
14927,Got me.,ROSS,JOEY
14928,What?!,RACHEL,ROSS
14929,"No, no resentment, believe me, it's worth it. 'Kay? Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life? Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",CHANDLER,RACHEL
14930,"Okay, well the ??? is not home.",ROSS,JOEY
14931,Hi Jill.,ROSS,RACHEL
14932,Yeah.,RACHEL,ROSS
14933,"You know what? I'm gonna finish this later, ok? Let me just grab my coat.",ROSS,PHOEBE
14934,Okay. See?! I told ya!,JOEY,JOEY
14935,"Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place.",RACHEL,PHOEBE
14936,It’s frightening.,MONICA,RACHEL
14937,We’re beginning to see a lot of layering of sheer fabrics and colours. For instance a sheer navy blouse over a pink....,Others,CHANDLER
14938,"I-I, came to fill your ice cube trays.",PHOEBE,JOEY
14939,Because! You could get to live out my fantasy!,MONICA,MONICA
14940,"Since always. It's like dating language. Y'know, like 'It's not you' means 'It is you'.",JOEY,ROSS
14941,"Taking advantage? I'm giving you the advantage, enjoy!",RACHEL,CHANDLER
14942,"You just abandoned your whole belief system. I mean, before, I didn't agree with you, but at least I respected you. How, how, how are you going to go into work tomorrow? How, how are you going to face the other science guys? How, how are you going to face yourself? Oh! That was fun. So who's hungry?",PHOEBE,MONICA
14943,"Yes! Carol and Susan's caterer had a mountain bike accident this weekend, and she's in a full body cast.",MONICA,ROSS
14944,How are ya man?,Others,RACHEL
14945,"Wait, just a second.",Others,MONICA
14946,"No, no you don't understand the animal hospital is way across town he's choking I don't know what else to do.",ROSS,JOEY
14947,"Phoebe, you get the bear, uhm, Joey, you get the robot, and Chandler and I get the dog. Ok, and the race is going to go from here to here. Now the one who comes in last, stays!",MONICA,RACHEL
14948,"Okay, one question.",CHANDLER,ROSS
14949,Rachel has those in burgendy.,Others,RACHEL
14950,"Yeah, but he wants to talk to you before anything really happens with her. And as his friend, I mean, don't you think he deserves the same from you?",MONICA,CHANDLER
14951,"Uh, no!!",MONICA,MONICA
14952,Okay. You can feel all the bones in your skull.,ROSS,RACHEL
14953,Oh?,RACHEL,JOEY
14954,Burt!,ROSS,MONICA
14955,...It's kinda hard though!,RACHEL,MONICA
14956,"Hey, you guys! What do you, what do you think about making that beach trip an annual thing?",ROSS,PHOEBE
14957,Oh come on!,CHANDLER,Others
14958,"well there is no Vicrum, Ross made him up because I never really have been in a long-term relationship, I've never lived with a guy, and I've never even celebrated an anniversary so. if that's too weird for you and you wanna leave I totally understand. In fact I'll close my eye's make it less awkward You kissed me.",PHOEBE,Others
14959,You all right?,ROSS,RACHEL
14960,"No! God, would you just calm down!",RACHEL,JOEY
14961,"Long story, honey.",ROSS,PHOEBE
14962,Oh are you and Chandler…,PHOEBE,CHANDLER
14963,Thank you.,RACHEL,RACHEL
14964,"Well no, I’m just in a coma. This must mean I have lines! Oh…",JOEY,Others
14965,"Oh, my.",Others,ROSS
14966,You seriously changed your name to that?,MONICA,Others
14967,"No, Rachel never pees in public restrooms.",MONICA,PHOEBE
14968,Well it’s only like my favorite bay!,PHOEBE,RACHEL
14969,What?,MONICA,PHOEBE
14970,I’m gonna get back to retraining.,RACHEL,JOEY
14971,Okay.  I did divert her and we ended up having a great time! Okay?,ROSS,Others
14972,"Well, that makes me feel so good.",CHANDLER,RACHEL
14973,What?,CHANDLER,JOEY
14974,I have been looking for them all week and she is wearing them!,MONICA,RACHEL
14975,Hi Ross.,Others,RACHEL
14976,"What? What? Ross, you're scaring me. What's going on?",RACHEL,RACHEL
14977,I would have told him to do it too.,Others,RACHEL
14978,That is amazing.,CHANDLER,JOEY
14979,"Yeah, you could go to the game with me, ah, even though I know you said you couldn't. But then you lied to me and tricked me and gave me a bump on the head.",JOEY,MONICA
14980,Aaah.,RACHEL,JOEY
14981,"Oh. No! No wait, that’s weird!",JOEY,CHANDLER
14982,She’s gone.,JOEY,RACHEL
14983,Hey! How’s it going?,JOEY,MONICA
14984,Go.,ROSS,JOEY
14985,"Y’know? Ooh, you can almost smell the opium.",PHOEBE,MONICA
14986,"Oh, yeah! Absolutely! Anything you need man! But you have to promise me the second you are feeling better so that we can make fun of your hair!",CHANDLER,MONICA
14987,"Oh, what a great gift! Is The Way You Look Tonight on it?!",MONICA,RACHEL
14988,What?!,MONICA,PHOEBE
14989,"No, no, you're right. Who am I kidding? I should have hung up that breakaway jockstrap years ago. What am I gonna do? I mean, this has been my life for thirty two years. Taking my clothes off in front of people is all I know.",Others,Others
14990,"You said that she was, I just didn’t disagree with you.",RACHEL,MONICA
14991,What? Nothing.,CHANDLER,ROSS
14992,I haven't seen him in so long!,RACHEL,CHANDLER
14993,"All right, let’s get this party started, huh? Joey and Phoebe are gonna perform a little something for us.",RACHEL,ROSS
14994,"Oh, you so would! Oh, you should get that anyway. Like for clubbing.",PHOEBE,MONICA
14995,WATER BALLOON!,JOEY,JOEY
14996,"Okay, who’s next?",PHOEBE,PHOEBE
14997,Hey!,ROSS,JOEY
14998,"Well, I think I broke it. But that’s all right, here’s the number you can call.",PHOEBE,JOEY
14999,"God, that would be weird it that situation presented itself tonight, huh?",JOEY,RACHEL
15000,"Wha, heh, how could you know, I don't even know!",ROSS,PHOEBE
15001,With the claw?!,CHANDLER,MONICA
15002,Okay look Mr. Zelner…,RACHEL,CHANDLER
15003,Wow! Imagine what our kids would look like!,MONICA,JOEY
15004,"Yeah, it's just we don't think of you as really being so much ""with the words"".",MONICA,MONICA
15005,That is one good looking man!,ROSS,Others
15006,"Okay the sleeping thing. Very tricky business, but there is something you can do.",ROSS,PHOEBE
15007,You’re into hardcore S&M right?,Others,RACHEL
15008,"Uh yes, but it was, we just did it once uh, in London.",JOEY,JOEY
15009,"God, what is wrong with me.",MONICA,ROSS
15010,Ok.,MONICA,PHOEBE
15011,"Oh, sorry.",MONICA,PHOEBE
15012,So you’re the gynaecologist?,JOEY,ROSS
15013,Hi!,JOEY,MONICA
15014,Uh-huh.,PHOEBE,RACHEL
15015,"More back talk. And yes, I may be borrowing a few lines from my recent unsuccessful audition for ""Family Honor 2",JOEY,PHOEBE
15016,"Well, she is going to know that you stole the joke.",CHANDLER,RACHEL
15017,I-Is... Is that a picture?,MONICA,CHANDLER
